id,num_orders
1028232,428.24142
1127204,305.40076
1212707,178.98672
1082698,86.97075
1400926,80.61157
1284113,337.42603
1197966,325.23758
1132739,504.0384
1057981,239.06445
1095932,188.05786
1454421,269.8008
1149765,281.96387
1166964,394.8173
1010949,361.97195
1409575,247.25137
1181616,149.05742
1456020,416.64844
1264395,277.6941
1472931,276.00607
1412015,96.31826
1461229,117.32237
1014564,126.36322
1485914,246.6967
1345389,263.2586
1006833,327.818
1174921,224.8042
1175393,150.10347
1152412,197.6952
1497398,137.73468
1363486,98.370865
1366766,186.51201
1192413,162.45084
1319547,302.2718
1337684,317.6044
1479766,350.67
1460444,2434.671
1139730,746.89374
1115056,296.94693
1335827,245.29439
1385333,800.332
1096323,750.10846
1230693,1341.5027
1027016,532.7175
1181520,299.88504
1306234,594.43756
1271440,1063.8282
1269834,1087.6307
1176823,992.7945
1193098,224.14923
1034878,147.85725
1010243,196.97011
1451807,233.87042
1016845,135.736
1198021,281.70316
1413802,462.99545
1231223,613.54224
1274226,1218.927
1425142,560.7251
1211593,495.99384
1419190,233.97841
1180223,237.60071
1194932,73.30768
1323477,92.52459
1371595,96.31868
1171521,269.6534
1052384,316.81998
1060921,147.28853
1261811,440.04034
1246502,688.8334
1497466,1162.8138
1232717,497.92273
1136112,279.38885
1196334,427.58154
1349533,481.15384
1463406,230.22264
1447686,550.1388
1336105,466.72336
1012855,716.8723
1180646,765.64014
1062490,688.21906
1098228,1340.4075
1101375,822.34155
1400016,410.23837
1439889,207.75668
1408468,179.5689
1044490,166.44026
1290002,738.55725
1190633,699.1443
1040430,1233.1124
1049366,566.3301
1224120,403.20322
1293810,656.603
1197335,807.453
1323989,963.60205
1129467,885.2656
1229328,282.693
1164395,211.40031
1217722,276.25098
1171266,405.51794
1024905,600.33746
1343027,254.42685
1141892,431.70535
1302404,588.81964
1170447,1099.243
1140772,647.4775
1103484,574.6914
1387134,188.95709
1117711,218.22874
1472121,198.42903
1289523,244.86993
1091114,345.9875
1043572,356.71423
1103283,437.5106
1265051,448.40942
1168741,346.8203
1052776,538.96466
1206564,631.9743
1302153,1050.4271
1083754,587.7355
1097952,594.7531
1251605,403.89575
1333032,763.68176
1086936,521.21576
1088412,404.76624
1236400,223.8839
1244516,506.4437
1380381,435.20538
1495062,679.46423
1439647,630.64435
1019214,755.5689
1316160,927.4253
1022008,756.31616
1138248,153.97868
1052922,105.08324
1181474,114.82428
1046475,90.52476
1216688,421.88995
1067565,587.8714
1008328,654.3052
1430287,448.20953
1406716,392.68402
1105380,460.94946
1248694,990.41327
1252163,685.57227
1443474,517.84265
1033716,271.97134
1300295,153.9091
1311882,239.77376
1257968,121.04307
1226362,507.60345
1030655,325.15756
1210527,133.53828
1278927,338.027
1232239,461.53073
1133067,552.7568
1382522,715.6926
1219136,629.04535
1498130,104.35152
1251629,207.09282
1032092,103.38907
1249865,580.57605
1207630,576.8796
1144733,791.8717
1436768,457.05383
1148964,209.32515
1237346,445.516
1206015,182.87706
1105113,281.4235
1430481,170.94774
1001589,718.13824
1224132,572.91974
1074380,571.04926
1097109,752.4395
1211246,564.25964
1390579,531.9481
1473058,411.4942
1186964,151.8037
1222837,136.52148
1342393,153.10933
1170472,306.61316
1170791,467.24597
1046653,543.0734
1195179,303.95868
1332509,240.7005
1438300,291.1843
1435748,604.44244
1052668,507.06036
1227060,468.18045
1342252,201.3837
1143109,128.71826
1394807,158.63531
1448374,126.62862
1028680,266.5857
1079691,172.13954
1402079,258.07034
1424446,412.42218
1133297,499.7729
1076214,529.1575
1173823,398.14145
1488584,126.003525
1072892,167.11168
1277491,128.06075
1290868,336.20828
1048888,369.4532
1138141,517.5452
1473125,309.15872
1196726,268.43875
1179278,187.6391
1282305,145.49922
1359903,186.18562
1355143,191.27664
1095889,150.37865
1250665,333.01846
1426610,238.931
1390104,413.38083
1051519,525.2892
1337584,363.8752
1332667,3437.0383
1075942,2180.4517
1109804,588.27716
1316684,301.7125
1248315,269.9171
1113611,254.8737
1110867,1033.6501
1247289,994.91046
1022953,1810.1007
1160081,895.48816
1120430,615.1141
1487280,1095.6118
1020081,1652.8855
1329551,1598.635
1137610,1561.5505
1072530,564.35974
1115708,381.09183
1203532,394.418
1494216,808.57263
1116374,768.44147
1032497,466.0824
1413930,376.0739
1136118,680.3321
1254872,1170.3881
1398257,1632.2264
1364001,1013.2391
1369843,840.3204
1379360,292.21887
1442044,365.73965
1285290,297.96405
1129707,292.18127
1086750,451.07614
1147262,465.1275
1025605,414.13882
1414158,386.0165
1082079,249.99966
1467510,862.6226
1374892,1134.1448
1171352,1803.0343
1213246,999.215
1279131,982.8267
1256386,1188.2766
1234220,1077.6477
1008206,778.3134
1267686,684.9171
1470186,334.31805
1233312,909.8451
1279379,754.44385
1431703,1614.8436
1339938,1038.166
1010552,996.5552
1237947,1463.0912
1175098,1002.07697
1066074,264.48514
1045918,116.58379
1226081,103.20978
1148633,476.8657
1441429,478.5107
1291804,856.7974
1305194,385.99884
1327840,278.55307
1320801,463.69098
1467101,548.72485
1473989,636.70807
1466330,556.99036
1390856,165.3226
1120639,314.5305
1279275,219.16081
1166120,143.25351
1128404,271.2441
1252491,368.73492
1328056,688.0711
1452353,390.51053
1353276,378.86685
1297182,119.89894
1469299,125.55712
1129687,162.35612
1362599,231.41396
1245170,380.15585
1098570,143.33139
1452600,135.16498
1194207,101.23225
1023619,367.53055
1254600,424.24176
1157094,748.8969
1165391,374.253
1131248,248.40913
1383646,227.25562
1288250,345.20422
1476141,261.9557
1401237,140.62509
1383510,304.24536
1433607,247.19667
1098207,708.3185
1453624,768.82117
1089046,474.04333
1306954,1526.2875
1413179,875.1172
1379869,531.2027
1037218,302.12122
1247919,249.72873
1097438,246.00739
1441938,860.3559
1060769,808.2986
1409283,1380.4319
1397517,662.843
1220386,463.57492
1297481,762.35126
1309280,950.6716
1013813,1096.2917
1087803,1089.6998
1256077,361.11636
1328392,293.40793
1197947,348.58673
1134877,481.4538
1149222,333.9242
1321757,360.3607
1364052,542.27826
1346914,892.91064
1343936,1247.977
1284997,671.46497
1443980,588.7416
1272226,282.93182
1267791,312.18518
1049345,297.19412
1300007,275.74167
1220471,379.13324
1486124,379.12418
1183373,271.53088
1076787,300.39984
1218918,182.21996
1351627,560.73474
1333350,696.6627
1312936,1119.6229
1477543,697.90924
1408514,747.69086
1256773,490.44492
1174904,401.8941
1392815,657.2405
1389126,473.15628
1074816,286.6878
1124612,624.46295
1318251,567.9979
1089252,774.08185
1396463,710.8952
1289632,862.03546
1083889,660.59705
1121896,395.09488
1004866,134.21162
1234436,107.95794
1311318,112.6081
1476647,90.850464
1419834,383.72986
1188670,443.86185
1260238,528.35516
1263791,296.55215
1070835,230.83206
1433069,283.06677
1349084,579.89185
1360259,453.5982
1022475,408.2861
1037167,186.9688
1492031,107.53213
1057541,147.79994
1483675,244.09981
1463966,158.44383
1474096,117.556564
1440771,248.0234
1452763,390.8509
1382621,447.6937
1035365,546.34485
1355984,425.77426
1140520,104.43729
1168148,345.80887
1052343,369.52313
1370827,475.15564
1055728,313.8587
1053449,255.362
1368579,163.41772
1208370,130.57787
1027455,142.57416
1147326,141.30667
1203029,125.73189
1389643,296.0675
1482071,214.20671
1411487,391.0481
1043533,524.7254
1294351,358.0844
