id,num_orders
1028232,180.83786
1127204,198.35873
1212707,120.577255
1082698,43.209652
1400926,35.04689
1284113,191.4429
1197966,205.12447
1132739,195.78528
1057981,105.25896
1095932,91.18795
1454421,106.2147
1149765,165.79659
1166964,300.51315
1010949,272.25525
1409575,21.59689
1181616,23.456867
1456020,271.98795
1264395,111.63486
1472931,60.024384
1412015,116.14971
1461229,111.31597
1014564,111.7151
1485914,51.150414
1345389,97.45015
1006833,105.93555
1174921,20.281456
1175393,18.24677
1152412,22.550167
1497398,20.179049
1363486,19.537315
1366766,22.497726
1192413,20.06787
1319547,197.76082
1337684,81.13867
1479766,163.20903
1460444,1525.9026
1139730,814.4144
1115056,388.96396
1335827,103.323425
1385333,504.86658
1096323,661.0744
1230693,960.8097
1027016,127.77406
1181520,94.43575
1306234,156.9914
1271440,1002.0483
1269834,489.34396
1176823,826.6824
1193098,106.097664
1034878,97.81304
1010243,174.91505
1451807,219.90836
1016845,130.44176
1198021,184.62743
1413802,88.42294
1231223,128.96979
1274226,520.05615
1425142,355.2485
1211593,194.34329
1419190,46.382053
1180223,48.629246
1194932,122.63415
1323477,165.96855
1371595,171.00351
1171521,174.08737
1052384,168.48726
1060921,114.01625
1261811,116.12573
1246502,224.22054
1497466,298.12863
1232717,51.97964
1136112,43.417397
1196334,465.81134
1349533,316.588
1463406,218.6063
1447686,167.20941
1336105,135.02306
1012855,563.8737
1180646,462.06827
1062490,230.26315
1098228,1281.7303
1101375,824.71063
1400016,546.4084
1439889,42.696186
1408468,101.14621
1044490,84.40813
1290002,661.9201
1190633,768.79584
1040430,1004.9614
1049366,109.229164
1224120,131.46289
1293810,226.29366
1197335,927.65485
1323989,529.29974
1129467,769.81274
1229328,75.18065
1164395,69.45561
1217722,99.943275
1171266,158.33704
1024905,91.30308
1343027,158.1015
1141892,55.285347
1302404,80.21384
1170447,617.025
1140772,431.30722
1103484,222.82588
1387134,26.069487
1117711,25.687716
1472121,26.78094
1289523,420.77472
1091114,484.11478
1043572,565.9489
1103283,113.57673
1265051,117.10188
1168741,101.10069
1052776,113.07067
1206564,205.00537
1302153,373.86575
1083754,54.95185
1097952,47.2813
1251605,47.97013
1333032,557.62494
1086936,261.18512
1088412,152.96747
1236400,38.540157
1244516,65.67796
1380381,54.131187
1495062,521.2595
1439647,356.4631
1019214,400.96133
1316160,602.83746
1022008,568.9293
1138248,181.09207
1052922,37.22793
1181474,74.69739
1046475,46.61882
1216688,251.46306
1067565,463.13522
1008328,363.2099
1430287,165.72838
1406716,173.20207
1105380,165.37022
1248694,739.96063
1252163,282.91794
1443474,366.13367
1033716,62.916805
1300295,51.86186
1311882,53.04935
1257968,64.08963
1226362,251.25546
1030655,197.33797
1210527,82.974815
1278927,37.53749
1232239,52.841827
1133067,322.89972
1382522,372.22586
1219136,283.54257
1498130,24.03657
1251629,30.369934
1032092,25.60283
1249865,123.39082
1207630,151.40408
1144733,184.286
1436768,51.863316
1148964,41.92191
1237346,265.51764
1206015,70.1815
1105113,135.76299
1430481,30.703363
1001589,61.767853
1224132,51.534805
1074380,423.8416
1097109,510.55624
1211246,251.6311
1390579,321.39188
1473058,287.24063
1186964,109.82255
1222837,40.616768
1342393,86.14166
1170472,146.59914
1170791,278.83627
1046653,266.47244
1195179,125.199905
1332509,136.73752
1438300,138.57501
1435748,748.03784
1052668,235.13454
1227060,312.38593
1342252,64.52814
1143109,51.42771
1394807,50.069336
1448374,54.026688
1028680,134.89911
1079691,91.344795
1402079,38.52022
1424446,67.57833
1133297,279.06558
1076214,462.5914
1173823,346.98227
1488584,22.226727
1072892,24.72911
1277491,23.966688
1290868,190.85828
1048888,228.27751
1138141,244.00194
1473125,39.867146
1196726,32.529316
1179278,30.657726
1282305,97.40838
1359903,49.66054
1355143,84.588554
1095889,36.891476
1250665,85.52936
1426610,62.73987
1390104,384.14816
1051519,434.6753
1337584,179.09677
1332667,2435.1423
1075942,1753.2406
1109804,758.22485
1316684,97.22889
1248315,175.84114
1113611,144.89555
1110867,737.4417
1247289,910.92126
1022953,1454.0934
1160081,110.36111
1120430,103.39425
1487280,213.01782
1020081,1560.2719
1329551,868.801
1137610,1409.3354
1072530,217.40594
1115708,245.41641
1203532,150.8259
1494216,345.17725
1116374,334.97787
1032497,195.91753
1413930,281.27097
1136118,116.40553
1254872,190.47006
1398257,893.69867
1364001,710.66846
1369843,351.52182
1379360,62.26997
1442044,64.71873
1285290,61.700764
1129707,600.01666
1086750,657.96265
1147262,740.8884
1025605,214.0563
1414158,192.91055
1082079,166.34068
1467510,162.12204
1374892,309.28934
1171352,540.89044
1213246,126.09242
1279131,109.013695
1256386,131.42879
1234220,865.68176
1008206,539.2906
1267686,340.40588
1470186,87.26033
1233312,142.25505
1279379,119.46072
1431703,830.84485
1339938,522.9866
1010552,412.82947
1237947,923.474
1175098,681.8488
1066074,272.794
1045918,61.79357
1226081,43.776684
1148633,318.49887
1441429,343.20712
1291804,588.0312
1305194,101.621574
1327840,109.802284
1320801,174.55878
1467101,434.7673
1473989,248.844
1466330,384.2834
1390856,56.4658
1120639,83.51724
1279275,55.77252
1166120,89.936
1128404,38.79968
1252491,45.700043
1328056,359.74124
1452353,217.61588
1353276,132.05421
1297182,20.829481
1469299,22.925707
1129687,211.09741
1362599,282.8568
1245170,351.24603
1098570,36.861355
1452600,31.688417
1194207,32.184727
1023619,98.011185
1254600,148.30952
1157094,234.24956
1165391,39.545612
1131248,41.04624
1383646,220.57639
1288250,107.74036
1476141,74.94781
1401237,35.329094
1383510,52.525646
1433607,44.14585
1098207,294.44843
1453624,227.00381
1089046,201.1571
1306954,1384.8273
1413179,861.8719
1379869,629.4675
1037218,78.802246
1247919,152.51648
1097438,131.16615
1441938,650.69135
1060769,747.4392
1409283,1080.0531
1397517,121.75531
1220386,87.42638
1297481,199.04889
1309280,1105.4297
1013813,622.17676
1087803,960.2317
1256077,102.30351
1328392,76.38977
1197947,162.18854
1134877,204.72618
1149222,103.2495
1321757,190.89914
1364052,102.43731
1346914,133.44713
1343936,697.5911
1284997,509.72797
1443980,262.06723
1272226,42.076786
1267791,32.051373
1049345,41.22112
1300007,503.89804
1220471,577.23566
1486124,694.53925
1183373,103.12649
1076787,132.99135
1218918,82.78054
1351627,127.70232
1333350,250.09207
