,id,num_orders
0,1028232,180.02296775
1,1127204,181.90044525
2,1212707,137.99266875
3,1082698,41.000403575
4,1400926,34.2545546
5,1284113,185.62332775
6,1197966,191.40728725
7,1132739,185.0618365
8,1057981,90.49381629999999
9,1095932,81.505816
10,1454421,101.515387
11,1149765,181.09541375
12,1166964,292.64006724999996
13,1010949,261.40238575
14,1409575,20.438399850000003
15,1181616,22.20119345
16,1456020,257.3714665
17,1264395,106.70950484999999
18,1472931,62.1159086
19,1412015,108.86178999999998
20,1461229,101.54511515000002
21,1014564,109.66072325
22,1485914,57.4975708
23,1345389,87.650193475
24,1006833,112.73244199999999
25,1174921,20.306131175
26,1175393,18.604007725
27,1152412,23.4750439
28,1497398,19.566688125
29,1363486,20.208520224999997
30,1366766,24.474277575000002
31,1192413,20.70052
32,1319547,216.04907275
33,1337684,73.57651675
34,1479766,142.51084525
35,1460444,1450.05618
36,1139730,759.0379230000001
37,1115056,405.888919
38,1335827,102.66480712499998
39,1385333,522.3702775
40,1096323,680.488954
41,1230693,939.9799302499999
42,1027016,144.6371005
43,1181520,95.47523812499999
44,1306234,155.21550499999998
45,1271440,943.5669445000001
46,1269834,466.5266355
47,1176823,769.2607997499999
48,1193098,100.24632514999999
49,1034878,91.46939164999999
50,1010243,162.283264
51,1451807,209.1968795
52,1016845,139.78591375
53,1198021,155.78135625
54,1413802,87.37941012499999
55,1231223,128.52379
56,1274226,510.21865099999997
57,1425142,345.29203824999996
58,1211593,184.96363225
59,1419190,46.134831500000004
60,1180223,49.236183125
61,1194932,125.21065775
62,1323477,170.04951649999998
63,1371595,175.258771
64,1171521,165.85536749999997
65,1052384,169.68904575000002
66,1060921,109.1855835
67,1261811,113.785589
68,1246502,224.73039599999998
69,1497466,312.42413924999994
70,1232717,47.157321375
71,1136112,42.127229674999995
72,1196334,452.34526374999996
73,1349533,309.2432865
74,1463406,242.92696875
75,1447686,161.02884775
76,1336105,124.54300574999999
77,1012855,558.815969
78,1180646,494.28786225000005
79,1062490,205.6493345
80,1098228,1270.8957575
81,1101375,793.0366825
82,1400016,532.79602325
83,1439889,44.207933
84,1408468,99.39112624999999
85,1044490,86.45239575
86,1290002,627.7487975
87,1190633,725.885271
88,1040430,973.34522125
89,1049366,111.436899125
90,1224120,130.8837735
91,1293810,212.95521275
92,1197335,829.2361915
93,1323989,521.12672075
94,1129467,710.37367125
95,1229328,71.99907312499998
96,1164395,66.57493885
97,1217722,106.3297405
98,1171266,152.27881925
99,1024905,95.57171375000001
100,1343027,140.80190349999998
101,1141892,54.526658075
102,1302404,79.10134405
103,1170447,619.16084975
104,1140772,407.93057424999995
105,1103484,221.6576865
106,1387134,26.09070445
107,1117711,24.78401865
108,1472121,27.3968525
109,1289523,405.65449649999994
110,1091114,464.721765
111,1043572,527.47302475
112,1103283,131.81147174999998
113,1265051,129.140733
114,1168741,106.35709015
115,1052776,120.6909605
116,1206564,177.54183975
117,1302153,352.369223
118,1083754,50.3961714
119,1097952,43.046306099999995
120,1251605,43.8654839
121,1333032,507.01365949999996
122,1086936,255.970907
123,1088412,159.48093999999998
124,1236400,36.907164800000004
125,1244516,67.5554835
126,1380381,55.75789265
127,1495062,520.39679925
128,1439647,336.10441475
129,1019214,364.41313399999996
130,1316160,577.7784065
131,1022008,552.353114
132,1138248,188.64526675
133,1052922,36.583743
134,1181474,71.471317625
135,1046475,45.520651725
136,1216688,249.71872675
137,1067565,474.88427949999993
138,1008328,381.53755325
139,1430287,158.6637065
140,1406716,161.841314
141,1105380,156.54555524999998
142,1248694,704.2292712499999
143,1252163,276.7467762499999
144,1443474,339.9909685
145,1033716,60.426005950000004
146,1300295,49.976428549999994
147,1311882,50.961618800000004
148,1257968,62.310604275
149,1226362,242.725119
150,1030655,197.62455925
151,1210527,79.07569765
152,1278927,36.54763405
153,1232239,52.5639795
154,1133067,328.54624049999995
155,1382522,355.22889024999995
156,1219136,275.30910725
157,1498130,24.611174174999995
158,1251629,33.95036965
159,1032092,25.233865549999997
160,1249865,130.373006875
161,1207630,154.7329805
162,1144733,192.9834935
163,1436768,49.670500149999995
164,1148964,40.534343699999994
165,1237346,251.89902975
166,1206015,67.943766875
167,1105113,149.37128425
168,1430481,31.584016199999997
169,1001589,61.962150449999996
170,1224132,51.09232685
171,1074380,422.74490825
172,1097109,474.689704
173,1211246,234.71303624999996
174,1390579,304.83285825
175,1473058,285.96818375000004
176,1186964,100.89739584999998
177,1222837,41.441228725
178,1342393,83.46808375
179,1170472,144.271236
180,1170791,291.09774325
181,1046653,261.299435
182,1195179,123.85462462499999
183,1332509,131.11912225
184,1438300,133.7368
185,1435748,717.4843625000001
186,1052668,226.95864375000002
187,1227060,308.18274125
188,1342252,67.90736175
189,1143109,52.2195068
190,1394807,52.83394495
191,1448374,54.10098325
192,1028680,127.135310875
193,1079691,93.13255724999999
194,1402079,38.3721842
195,1424446,64.55934965
196,1133297,278.88438625000003
197,1076214,432.98177075
198,1173823,337.54905099999996
199,1488584,22.482225924999998
200,1072892,24.085549549999996
201,1277491,23.83621375
202,1290868,185.39104
203,1048888,222.01928825
204,1138141,258.12952125
205,1473125,37.519740500000005
206,1196726,31.053162500000003
207,1179278,29.142479700000003
208,1282305,96.899601
209,1359903,51.772423775
210,1355143,84.62279
211,1095889,35.900365625
212,1250665,76.65447325000001
213,1426610,54.120807075
214,1390104,384.47813725000003
215,1051519,449.28002499999997
216,1337584,172.5845625
217,1332667,2478.2319325
218,1075942,1705.9322825
219,1109804,729.23875825
220,1316684,101.00292259999999
221,1248315,177.2976425
222,1113611,151.8775505
223,1110867,707.3109497500001
224,1247289,919.26084
225,1022953,1484.654175
226,1160081,102.41956675
227,1120430,100.08251349999999
228,1487280,204.07758525
229,1020081,1536.801425
230,1329551,805.801797
231,1137610,1268.1376675000001
232,1072530,211.2340065
233,1115708,238.9571725
234,1203532,140.46454025
235,1494216,341.65331599999996
236,1116374,307.107728
237,1032497,192.67292824999998
238,1413930,234.8818485
239,1136118,118.73748565000001
240,1254872,181.111136
241,1398257,923.19718
242,1364001,618.11167
243,1369843,354.36796274999995
244,1379360,63.576386625
245,1442044,64.183608825
246,1285290,61.34998800000001
247,1129707,566.3730975
248,1086750,636.4888285
249,1147262,713.4944057499999
250,1025605,226.65040199999999
251,1414158,203.97353149999998
252,1082079,175.96519199999997
253,1467510,175.92875775
254,1374892,291.8358975
255,1171352,585.07103675
256,1213246,105.59799575
257,1279131,93.51881424999999
258,1256386,122.0476104
259,1234220,890.8450025
260,1008206,523.753665
261,1267686,355.13395525
262,1470186,85.84196949999999
263,1233312,148.40284474999999
264,1279379,125.01145249999999
265,1431703,798.4192065
266,1339938,477.16331725
267,1010552,396.99415525
268,1237947,862.44180425
269,1175098,655.9332350000001
270,1066074,263.86561750000004
271,1045918,62.491826625
272,1226081,48.073506725
273,1148633,323.2007345
274,1441429,376.18502249999995
275,1291804,596.6325899999999
276,1305194,102.54954599999999
277,1327840,105.09059905
278,1320801,173.16722525
279,1467101,445.07202649999994
280,1473989,246.21150875
281,1466330,391.149122
282,1390856,54.155553499999996
283,1120639,82.22593925000001
284,1279275,54.8938368
285,1166120,81.1168735
286,1128404,41.506447075
287,1252491,47.559144075000006
288,1328056,369.598427
289,1452353,208.970022
290,1353276,129.43191274999998
291,1297182,22.859974925000003
292,1469299,24.291170225
293,1129687,231.87300825
294,1362599,315.6205165
295,1245170,392.27304100000003
296,1098570,38.476280075
297,1452600,33.273868574999995
298,1194207,32.576140099999996
299,1023619,92.15145965
300,1254600,130.4594935
301,1157094,226.0759415
302,1165391,37.55699860000001
303,1131248,41.437547124999995
304,1383646,212.56669975
305,1288250,108.40229025
306,1476141,76.95136735
307,1401237,33.582695075
308,1383510,54.47920825
309,1433607,45.775121049999996
310,1098207,308.75979524999997
311,1453624,224.29961125
312,1089046,190.16728225
313,1306954,1423.2443125
314,1413179,872.58450075
315,1379869,647.4946124999999
316,1037218,79.325914
317,1247919,153.31487274999998
318,1097438,137.59604425
319,1441938,644.1023115
320,1060769,758.0451469999999
321,1409283,1090.1692775000001
322,1397517,126.4871985
323,1220386,97.14539237499999
324,1297481,202.56115425
325,1309280,1036.507905
326,1013813,603.4469215
327,1087803,882.4148115
328,1256077,90.6443015
329,1328392,66.999762475
330,1197947,154.961667
331,1134877,188.504669
332,1149222,96.65089875
333,1321757,178.87445524999998
334,1364052,101.85737149999999
335,1346914,131.80499825
336,1343936,663.6181925
337,1284997,477.5895405
338,1443980,244.0762945
339,1272226,41.6076768
340,1267791,31.331766549999998
341,1049345,43.8922485
342,1300007,499.48165300000005
343,1220471,577.11484375
344,1486124,659.7784665
345,1183373,103.09945585
346,1076787,127.634973875
347,1218918,83.41482239999999
348,1351627,136.45638825
349,1333350,221.27893425
350,1312936,380.37651175
351,1477543,51.39386355
352,1408514,46.992727175
353,1256773,49.002372425000004
354,1174904,423.9279947499999
355,1392815,372.62640775
356,1389126,223.76076899999998
357,1074816,61.83793767499999
358,1124612,134.39000975
359,1318251,111.431223875
360,1089252,523.224118
361,1396463,397.36600424999995
362,1289632,350.28961350000003
363,1083889,369.3879305
364,1121896,271.550262
365,1004866,94.3478275
366,1234436,33.1469775
367,1311318,73.94234575
368,1476647,47.65365575
369,1419834,221.078242
370,1188670,301.68228525
371,1260238,248.30131025
372,1263791,114.013982125
373,1070835,118.582191
374,1433069,139.0858275
375,1349084,589.438804
376,1360259,199.75404074999997
377,1022475,275.45553425
378,1037167,65.20145725
379,1492031,50.583900525
380,1057541,49.930173125
381,1483675,129.57455075
382,1463966,103.443268
383,1474096,55.341640899999994
384,1440771,35.646081625
385,1452763,51.348632124999995
386,1382621,275.674535
387,1035365,367.80170325
388,1355984,296.46790975
389,1140520,20.19345055
390,1168148,164.61349225
391,1052343,200.99046625
392,1370827,241.70200825
393,1055728,39.98351039999999
394,1053449,28.9841023
395,1368579,27.672528725000003
396,1208370,58.316324099999996
397,1027455,29.314204150000002
398,1147326,56.853638350000004
399,1203029,33.1248113
400,1389643,58.150407325
401,1482071,33.97730955
402,1411487,303.47804099999996
403,1043533,332.3611375
404,1294351,161.741867
405,1409427,345.940882
406,1000264,259.99204575
407,1016463,62.301643399999996
408,1224218,30.363325724999996
409,1485114,66.571927
410,1006410,51.386559874999996
411,1221242,101.0948239
412,1031339,303.35544999999996
413,1153545,188.59863925
414,1182144,86.227481
415,1194788,94.81144549999999
416,1082828,91.482210875
417,1265773,411.576213
418,1154515,118.14260425
419,1105986,173.72308075
420,1293017,33.005440449999995
421,1272587,29.207966925
422,1027143,31.215701875
423,1179146,87.1634935
424,1342337,68.43407574999999
425,1269746,30.782074875
426,1369030,163.71725275
427,1109605,257.95546450000006
428,1099603,206.300647
429,1319113,20.758775999999997
430,1155697,21.8512567
431,1218892,101.7157486
